developer,item_id,posted_year,count
"Relic Entertainment,Feral Interactive (Mac/Linux)",15620,2014,3
"Relic Entertainment,Feral Interactive (Mac/Linux)",15620,2015,2
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",10500,2011,1
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",10500,2012,1
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",10500,2013,5
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",10500,2014,5
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",10500,2015,8
Square Enix,23310,2013,1
Square Enix,23310,2014,1
Haemimont Games,23450,2014,1
Frictional Games,22120,2015,1
Paradox Development Studio,25800,2011,1
Paradox Development Studio,25800,2012,1
Bethesda Game Studios,22300,2013,2
Bethesda Game Studios,22300,2014,6
Bethesda Game Studios,22300,2015,7
TaleWorlds Entertainment,22100,2011,1
TaleWorlds Entertainment,22100,2013,1
TaleWorlds Entertainment,22100,2014,1
TaleWorlds Entertainment,22100,2015,1
Hothead Games,18020,2012,1
Valve,500,2011,1
Valve,500,2012,3
Valve,500,2013,5
Valve,500,2014,7
Valve,500,2015,1
Treyarch,10090,2013,7
Treyarch,10090,2014,12
Treyarch,10090,2015,15
Kudosoft,13600,2011,1
Kudosoft,13600,2014,2
Frogames,11280,2014,3
Frogames,11280,2015,1
Telltale Games,8340,2013,1
BioWare,17460,2011,1
BioWare,17460,2012,2
BioWare,17460,2013,4
BioWare,17460,2014,4
Maxis™,17440,2015,1
Maxis™,17390,2012,1
Maxis™,17390,2013,2
Maxis™,17390,2014,16
Maxis™,17390,2015,2
Insurgency Development Team,17700,2013,1
Team Chivalry,17510,2011,1
Team Chivalry,17510,2012,2
Team Chivalry,17510,2013,1
Team Chivalry,17510,2014,2
Zombie Panic Team,17500,2012,1
Zombie Panic Team,17500,2013,7
Zombie Panic Team,17500,2014,9
Synergy Team,17520,2013,3
Synergy Team,17520,2014,7
Synergy Team,17520,2015,5
Deck13,12340,2014,1
Red Storm Entertainment,15300,2014,1
Empires,17740,2014,1
Empires,17740,2015,1
Nadeo,11020,2012,1
Nadeo,11020,2013,1
Nadeo,11020,2014,5
Nadeo,11020,2015,3
Ubisoft Montreal,15100,2014,1
Ubisoft Montreal,15100,2015,1
Ubisoft Montreal,15120,2013,2
Ubisoft Montreal,15120,2014,1
Nadeo,7200,2010,1
Nadeo,7200,2014,1
Valve,400,2010,2
Valve,400,2011,12
Valve,400,2012,6
Valve,400,2013,12
Valve,400,2014,25
Valve,400,2015,12
Last Day of Work,16120,2014,1
Nival,15170,2015,1
Ubisoft,15130,2013,1
Ubisoft,15130,2014,1
Hothead Games,18000,2013,1
Redlynx,16600,2012,1
Dylan Fitterer,12900,2010,1
Dylan Fitterer,12900,2011,5
Dylan Fitterer,12900,2012,3
Dylan Fitterer,12900,2013,9
Dylan Fitterer,12900,2014,8
Dylan Fitterer,12900,2015,3
Ascaron Entertainment ltd.,12330,2015,1
Relic Entertainment,9450,2014,2
Relic Entertainment,9450,2015,2
SimBin,8600,2013,2
"PopCap Games, Inc.",3483,2011,1
"PopCap Games, Inc.",3483,2013,2
"PopCap Games, Inc.",3483,2014,1
"Mithis Games,THQ Nordic",6420,2013,1
Firaxis Games,8800,2010,1
Firaxis Games,8800,2013,1
Relic Entertainment,4560,2011,3
Relic Entertainment,4560,2012,2
Relic Entertainment,4560,2013,5
Relic Entertainment,4560,2014,3
Relic Entertainment,4560,2015,3
Cryptic Sea,9500,2013,1
id Software,9050,2011,1
id Software,2200,2011,1
id Software,2200,2015,1
id Software,9180,2011,1
id Software,9180,2013,1
id Software,9180,2015,1
Valve,440,2010,9
Valve,440,2011,55
Valve,440,2012,183
Valve,440,2013,545
Valve,440,2014,1020
Valve,440,2015,437
Valve,420,2013,1
Valve,420,2014,6
Valve,420,2015,3
Black Element,2590,2015,1
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",4780,2014,1
"Infinity Ward,Aspyr (Mac)",7940,2012,1
"Infinity Ward,Aspyr (Mac)",7940,2013,1
"Infinity Ward,Aspyr (Mac)",7940,2014,3
"Infinity Ward,Aspyr (Mac)",7940,2015,3
IO Interactive,8080,2015,2
Telltale Games,8230,2014,1
Bizarre Creations,8400,2014,2
Avalanche Studios,6880,2011,1
Avalanche Studios,6880,2014,1
Pyro Studios,6800,2015,1
Io-Interactive A/S,6860,2013,1
Io-Interactive A/S,6860,2014,1
Io-Interactive A/S,6860,2015,5
Troika Games,2600,2012,1
Troika Games,2600,2014,3
GSC Game World,4500,2011,1
GSC Game World,4500,2012,1
GSC Game World,4500,2014,2
Ion Storm,6980,2014,1
Ion Storm,6910,2011,1
Ion Storm,6910,2012,1
Ion Storm,6910,2013,1
Ion Storm,6910,2014,3
Ion Storm,6910,2015,2
"PopCap Games, Inc.",3480,2013,2
"PopCap Games, Inc.",3480,2014,1
Infinity Ward,2620,2015,2
Double Fine Productions,3830,2011,1
Double Fine Productions,3830,2012,1
Double Fine Productions,3830,2013,5
Double Fine Productions,3830,2014,5
Gray Matter Studios,2640,2013,1
Gray Matter Studios,2640,2015,1
Malfador Machinations,1690,2013,1
Malfador Machinations,1690,2015,1
Firaxis Games,3910,2010,1
Firaxis Games,3910,2014,2
Firaxis Games,3900,2013,2
Firaxis Games,3900,2014,1
Firaxis Games,3900,2015,1
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",4700,2011,1
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",4700,2013,2
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",4700,2014,5
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",4700,2015,6
Valve,240,2010,2
Valve,240,2011,5
Valve,240,2012,10
Valve,240,2013,24
Valve,240,2014,67
Valve,240,2015,36
Valve,280,2013,2
Valve,280,2014,2
Valve,280,2015,1
Valve,320,2011,2
Valve,320,2013,5
Valve,320,2014,2
Valve,220,2011,4
Valve,220,2012,9
Valve,220,2013,27
Valve,220,2014,56
Valve,220,2015,22
Firaxis Games,3920,2014,1
Firaxis Games,3920,2015,1
Valve,340,2013,2
Valve,340,2014,2
Valve,360,2013,1
Frozenbyte,2500,2014,1
Valve,380,2011,1
Valve,380,2012,1
Valve,380,2013,3
Valve,380,2014,2
Valve,380,2015,2
Egosoft,2810,2015,1
Introversion Software,1510,2011,1
Introversion Software,1510,2012,1
Introversion Software,1510,2014,1
Introversion Software,1510,2015,3
"PopCap Games, Inc.",3390,2015,1
"PopCap Games, Inc.",3320,2012,1
"PopCap Games, Inc.",3320,2015,1
Valve,20,2014,3
Valve,20,2015,2
Gearbox Software,50,2013,1
Gearbox Software,50,2014,1
Gearbox Software,50,2015,1
Valve,60,2013,2
Valve,60,2014,3
Valve,60,2015,2
Valve,10,2011,1
Valve,10,2012,1
Valve,10,2014,13
Valve,10,2015,13
Valve,40,2014,1
Gearbox Software,130,2015,2
Valve,30,2013,1
Valve,30,2014,1
"Epic Games, Inc.",13230,2012,1
"Epic Games, Inc.",13230,2014,1
"Epic Games, Inc.",13230,2015,2
Valve,80,2013,1
Valve,80,2015,3
